long,long,long,long,long,long,flags,flags,flags,flags,flags,flags,flags,flags,flags,long,long,long,long,long,long,long,flags,long,flags,long,long,long,long,long,long,long,long,long,long,None,long,flags,long,flags,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,flags,flags,long,long,long,long,long,long,long,long,long,long,flags,None,float,float,float,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,float,float,float,long,long,long,flags,flags,flags,long,long,flags,long,long,long,float,None,None,long,long,long,long,long,str,None,None,None,None,None,None,None,flags,str,None,None,None,None,None,None,None,flags,str,None,None,None,None,None,None,None,flags,str,None,None,None,None,None,None,None,flags,long,long,long,long,long,flags,long,long,long,long,long,float,float,float,long,long,long
60,0,0,0,0,0,0x12,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,1,0,0,7,0x0,0,0x0,101,0,0,0,0,0,0,0,0,0,,5,0x41C80000,59,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0x4,0x0,2,0,0,10,0,0,1,0,0,0,0x0,,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,0,0,0,0,,,5,0,1,0,50,"Long bow shot (TEST)",,,,,,,,0x7F007E,"",,,,,,,,0x7F007C,"",,,,,,,,0x7F007C,"",,,,,,,,0x3F007C,0,0,0,0,0,0x0,0,0,1,1,-1,1,1,1,0,0,0
61,0,0,0,0,0,0x12,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,1,0,0,7,0x0,0,0x0,101,0,0,0,0,0,0,0,0,0,,6,0x41C80000,59,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0x4,0x0,2,0,0,10,0,0,1,0,0,0,0x0,,0,0,0,10,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,0,0,0,0,,,5,0,1,0,50,"Really Long bow shot (TEST)",,,,,,,,0x7F007E,"",,,,,,,,0x7F007C,"",,,,,,,,0x7F007C,"",,,,,,,,0x3F007C,0,0,0,0,0,0x0,0,0,1,1,-1,1,1,1,0,0,0
65,3,0,0,1,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,1,0,0,0,0x0,0,0x0,101,0,0,0,12,9,0,14,0,0,,1,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,0,0,1,0,0,1,0,0,0,0x0,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,138,0,0,0,0,0,1,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,0,0,0,0,,,6,0,30,0,50,"Haste",,,,,,,,0x7F007E,"",,,,,,,,0x7F007C,"Increases your attack speed by $s1% for $d.",,,,,,,,0x7F007E,"",,,,,,,,0x3F007C,0,0,0,0,0,0x0,0,0,1,1,-1,1,1,1,0,0,0
66,6,0,0,6,0,0x10110000,0x20100,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,14,0,0,15,0x13C03,0,0x0,101,0,0,26,99,4,0,110,0,0,,1,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,0,0,1,0,0,1,0,0,0,0x0,,0,0,0,99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,0,0,0,0,,,72,0,331,0,50,"Lesser Invisibility",,,,,,,,0x3F007E,"",,,,,,,,0x3F007C,"Turns the caster invisible for $d, though this spell is unstable and may end early.",,,,,,,,0x3F007E,"Lesser Invisibility.",,,,,,,,0x3F007E,0,133,1500,0,3,0x80000000,0,0,1,1,-1,1,1,1,0,0,0
67,1,0,0,1,0,0x0,0x88,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,1,0,0,0,0x0,0,0x0,101,0,0,0,0,1,0,0,0,0,,6,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,0,0,1,1,0,1,1,0,0,0x0,,0,0,0,-11,0,0,0,0,0,6,6,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,-1,1,0x0,0,0,0,0,,,6839,0,1822,0,0,"Vindication",,,,,,,,0x3F007E,"Rank 1",,,,,,,,0x3F007E,"",,,,,,,,0x3F007C,"All stats reduced by $s1%.",,,,,,,,0x3F007E,0,0,0,0,0,0x0,0,0,1,1,0,1,1,1,0,0,0
68,5,1,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,2,10000,0,0,0x0,0,0x0,101,0,0,0,0,0,0,10,0,0,,3,0x0,0,0x0,1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,2,0,0,12,0,0,2,0,0,0,0x0,,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,0,0,0,0,,,0,0,1,0,50,"Editor Test Spell",,,,,,,,0x7F007E,"",,,,,,,,0x7F007C,"",,,,,,,,0x7F007C,"",,,,,,,,0x3F007C,0,0,0,0,0,0x0,0,0,1,1,-1,1,1,1,0,0,0
71,0,47,0,0,0,0x9050010,0x10000000,0x0,0x100000,0x0,0x0,0x0,0x0,0x0,0,0,0,1,0,0,0,0x0,0,0x0,101,0,0,10,10,21,1,0,0,0,,1,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,0,0,1,0,0,1,0,0,0,0x0,,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,18,0,0x0,0,0,0,0,,,44,0,276,0,50,"Defensive Stance",,,,,,,,0x3F007E,"",,,,,,,,0x3F007C,"A defensive combat stance that decreases damage taken by $7376s1% and damage caused by $7376s2%.
Increases threat generated by $7376s3%.",,,,,,,,0x3F007E,"",,,,,,,,0x3F007C,0,47,500,0,4,0x800000,0,0,0,0,1,1,1,1,0,0,0
72,0,88,0,0,0,0x50010,0x8000200,0x0,0x8,0x0,0x30000,0x0,0x0,0x0,0,0,0,1,0,15000,0,0x0,0,0x0,101,0,0,12,12,32,1,100,0,0,,2,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0x40,0x0,68,2,0,1,1,0,1,1,0,0,0x0,,0,0,0,-1,5,0,26,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,0,0,0,0,,,42,0,280,0,50,"Shield Bash",,,,,,,,0x3F007E,"Rank 1",,,,,,,,0x3F007E,"Bashes the target with your shield for $s2 damage.  It also interrupts spellcasting and prevents any spell in that school from being cast for $d.",,,,,,,,0x3F007E,"",,,,,,,,0x3F007C,0,0,0,0,4,0x800,0,0,2,2,-1,1,1,1,0,0,0
75,0,0,0,0,0,0x50012,0x0,0x20,0x8000,0x0,0x0,0x0,0x0,0x0,0,0,0,1,0,0,1,0x0,0,0x0,101,0,0,1,1,0,0,0,0,0,,114,0x42200000,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0x4000C,0x0,58,0,0,1,0,0,1,0,0,0,0x0,,0,0,0,-1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,0,0,0,0,,,0,0,83,122,50,"Auto Shot",,,,,,,,0x3F007E,"",,,,,,,,0x3F007C,"Automatically shoots the target until cancelled.",,,,,,,,0x3F007E,"Firing at the target.",,,,,,,,0x3F007E,0,0,0,0,9,0x1,0,0,3,2,-1,1,1,1,0,0,0
76,0,65,0,0,0,0x50014,0x8000000,0x0,0x0,0x0,0x10000,0x0,0x0,0x0,0,1,0,1,0,0,0,0x0,0,0x0,101,0,0,12,99,0,1,100,0,0,,2,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0x2A5F3,0x0,58,0,0,1,0,0,1,0,0,0,0x0,,0,0,0,23,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,0,0,0,0,,,342,0,563,0,50,"zzOLDRiposte",,,,,,,,0x7F007E,"Rank 1",,,,,,,,0x7F007E,"Counterattack an enemy for $s1 additional damage.   Riposte must follow a defensive action.",,,,,,,,0x7F007E,"",,,,,,,,0x3F007C,0,0,0,0,0,0x0,0,0,2,2,-1,1,1,1,0,0,0
77,0,0,0,0,0,0x40010,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,1,0,0,1,0x0,0,0x0,101,0,0,0,1,21,0,0,0,0,,1,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0xFFFFFFFF,0x0,6,6,0,0,0,0,0,0,0,0,0x0,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,22,10,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,1,127,0x0,0,0,0,0,,,0,0,1,0,50,"Turtle's Shell",,,,,,,,0x7F007E,"",,,,,,,,0x7F007C,"",,,,,,,,0x7F007C,"",,,,,,,,0x3F007C,0,0,0,0,0,0x0,0,0,1,1,-1,1,1,1,0,0,0
78,0,0,0,0,0,0x50014,0x8000000,0x0,0x400,0x0,0x0,0x0,0x0,0x0,0,0,0,1,0,0,0,0x0,0,0x0,101,0,0,1,1,0,1,150,0,0,,2,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0x2A5F3,0x0,17,0,0,1,0,0,1,0,0,0,0x0,,0,0,0,10,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,0,0,0,0,,,39,0,856,0,50,"Heroic Strike",,,,,,,,0x3F007E,"Rank 1",,,,,,,,0x3F007E,"A strong attack that increases melee damage by $s1 and causes a high amount of threat.",,,,,,,,0x3F007E,"",,,,,,,,0x3F007C,0,0,0,0,4,0x40,0,0,2,2,-1,1,1,1,0,0,0
81,0,0,0,0,0,0x50,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,0,0,0,0,0x0,0,0x0,101,0,0,1,1,0,0,0,0,0,,1,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0xFFFFFFFF,0x0,20,0,0,6,0,0,0,0,0,0,0x0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0x0,0x0,0x0,90,0,0x0,0,0,0,0,,,0,0,30,0,50,"Dodge",,,,,,,,0x7F007E,"Passive",,,,,,,,0x7F007E,"Gives a chance to dodge enemy melee attacks.",,,,,,,,0x3F007E,"",,,,,,,,0x3F007C,0,0,0,0,0,0x0,0,0,1,1,-1,1,1,1,0,0,0
84,0,0,0,0,0,0x100,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,1,0,0,0,0x0,0,0x0,101,0,0,0,0,0,0,0,0,0,,1,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,3,0,0,0,0,0,0,0,0,0,0x0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,0,0,0,0,,,0,0,1,0,0,"Low Health",,,,,,,,0x3F007E,"",,,,,,,,0x3F007C,"",,,,,,,,0x3F007C,"",,,,,,,,0x3F007C,0,0,0,0,0,0x0,0,0,0,0,0,1,0,0,0,0,0
87,0,40,0,0,0,0x40414,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,1,0,10000,0,0x0,0,0x0,101,0,0,0,0,0,0,0,0,0,,2,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0x162,0x0,58,0,0,1,0,0,1,0,0,0,0x0,,0,0,0,11,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,0,0,0,0,,,50,0,23,0,50,"zzOLDTwo-Hand Strike",,,,,,,,0x7F007E,"",,,,,,,,0x7F007C,"",,,,,,,,0x7F007C,"",,,,,,,,0x3F007C,0,0,0,0,0,0x0,0,0,2,2,-1,1,1,1,0,0,0
89,5,0,0,1,11,0x10000,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,1,30000,0,8,0x0,0,0x0,101,0,0,60,60,18,0,210,0,0,,4,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,6,6,1,1,1,1,1,1,0,0x0,,0,0,0,-46,-46,-41,0,0,0,6,6,6,0,0,0,0,0,0,138,140,33,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,0,0,0,0,,,351,0,96,0,50,"Cripple",,,,,,,,0x3F007E,"Rank 1",,,,,,,,0x7F007E,"Cripples the target, reducing movement speed by $s3%, increasing time between melee attacks by $s1% and increasing time between ranged attacks by $s2%.  Lasts $d.",,,,,,,,0x3F007E,"Movement speed reduced by $s3%.  Time between melee attacks increased by $s1%.  Time between ranged attacks increased by $s2%.",,,,,,,,0x3F007E,0,133,1500,0,0,0x0,0,0,1,1,-1,1,1,1,0,0,0
91,0,65,0,1,0,0x40410,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,1,0,30000,0,0x0,0,0x0,101,0,0,4,4,9,0,0,0,0,,2,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0x3,0x0,6,0,0,1,0,0,1,0,0,0,0x0,,-1,0,0,-11,0,0,0,0,0,6,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,1,0,0x0,0,0,0,0,,,49,0,23,0,50,"Savage Assault",,,,,,,,0x7F007E,"",,,,,,,,0x7F007C,"",,,,,,,,0x7F007C,"",,,,,,,,0x3F007C,0,0,0,0,0,0x0,0,0,2,2,-1,1,1,1,0,0,0
94,1,0,0,0,0,0x9050000,0x400,0x14,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,1,0,0,0,0x0,0,0x0,101,0,0,36,99,21,0,0,0,0,,1,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,35,0,0,1,0,0,1,0,0,0,0x0,,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,10,0,0,24,0,0,5000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,0,0,0,0,,,301,0,306,122,50,"zzOLDWisdom Aura",,,,,,,,0x3F007E,"Rank 2",,,,,,,,0x3F007E,"Increases the mana regeneration of party members within $a1 yards by $s1 every $t1 seconds.  Players may only have one Aura on them per Paladin at any one time.",,,,,,,,0x3F007E,"Increases mana regeneration by $s1 every $t1 seconds.",,,,,,,,0x3F007E,0,133,1500,0,0,0x0,0,0,1,1,4,1,1,1,0,0,0
96,0,0,0,0,0,0x50410,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,1,0,0,0,0x0,0,0x0,101,0,0,0,1,1,0,0,0,0,,2,0x0,0,0x14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,31,6,0,1,1,0,1,1,0,0,0x0,,0,0,0,99,1247,0,0,0,0,6,6,0,0,0,0,0,0,0,0,3,0,0,2000,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,0,0,0,0,,,372,0,243,0,50,"Dismember",,,,,,,,0x7F007E,"",,,,,,,,0x7F007C,"Increases the damage of your next melee swing by $s1 and causes the target to bleed",,,,,,,,0x3F007E,"Bleeding for $s2 damage every $t2 seconds",,,,,,,,0x3F007E,0,133,0,0,0,0x0,0,0,0,0,-1,1,1,1,0,0,0
99,0,0,0,0,0,0x40010,0x0,0x0,0x0,0x0,0x10,0x0,0x0,0x0,0,0,0,1,0,0,0,0x0,0,0x0,101,0,20,10,10,9,1,100,0,0,,1,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0xFFFFFFFF,0x0,6,6,6,1,1,1,1,1,1,0,0x0,,-1,0,0,-31,-31,-11,0,0,0,22,22,22,15,15,15,13,13,13,99,124,13,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x7E,0,0,0,0,,,3949,0,960,0,50,"Demoralizing Roar",,,,,,,,0x3F007E,"Rank 1",,,,,,,,0x7F007E,"The druid roars, decreasing nearby enemies' attack power and spell damage by $s1. Lasts $d.",,,,,,,,0x3F007E,"Decreases attack power and spell damage by $s1.",,,,,,,,0x3F007E,0,133,1500,0,7,0x8,0,0,1,1,-1,1,1,1,0,0,0
100,0,44,0,0,0,0x30050010,0x400,0x0,0x20000,0x0,0x10000,0x0,0x0,0x0,0,0,0,1,0,15000,0,0x0,0,0x0,101,0,0,4,4,0,1,0,0,0,,38,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,96,30,64,0,1,0,0,1,0,0,0x0,,0,0,0,0,89,0,0,0,0,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,1,0x0,0,0,7922,0,,,867,0,457,0,50,"Charge",,,,,,,,0x3F007E,"Rank 1",,,,,,,,0x3F007E,"Charge an enemy, generate $/10;s2 rage, and stun it for 1 sec.  Cannot be used in combat.",,,,,,,,0x3F007E,"",,,,,,,,0x3F007C,0,0,0,0,4,0x1,0,0,0,2,-1,1,1,1,0,0,0
101,0,32,0,0,0,0x50010,0x40200,0x0,0x0,0x0,0x0,0x0,0x0,0x40,0,0,0,1,0,5000,0,0x0,0,0x0,101,0,0,12,12,27,3,15,0,0,,2,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0xFFFFFFFF,0x0,6,2,80,0,1,1,0,1,1,0,0x0,,0,0,0,0,9,0,0,0,0,6,6,6,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,0,0,0,0,,,413,0,517,0,50,"Trip",,,,,,,,0x3F007E,"Rank 1",,,,,,,,0x3F007E,"Trips the enemy humanoid, causing $s2 damage and knocking the opponent down for $d.  Awards $s3 combo point.",,,,,,,,0x3F007E,"",,,,,,,,0x3F007C,0,133,1500,0,0,0x0,0,0,2,2,-1,1,1,1,0,0,0
103,0,0,0,0,0,0x40010,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,1,60000,0,0,0x0,0,0x0,101,0,0,0,99,8,0,0,0,0,,1,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0xFFFFFFFF,0x0,6,0,0,0,0,0,0,0,0,0,0x0,,0,0,0,30,0,0,0,0,0,20,0,0,0,0,0,9,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,1,0,0x0,0,0,0,0,,,0,0,1,0,50,"zzOLDCry of Valor",,,,,,,,0x7F007E,"",,,,,,,,0x7F007C,"",,,,,,,,0x7F007C,"",,,,,,,,0x3F007C,0,0,0,0,0,0x0,0,0,1,1,-1,1,1,1,0,0,0
107,0,0,0,0,0,0x40050,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,0,0,0,0,0x0,0,0x0,101,0,0,1,1,0,0,0,0,0,,1,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0x60,0x0,23,0,0,6,0,0,0,0,0,0,0x0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0x0,0x0,0x0,90,0,0x0,0,0,0,0,,,0,0,28,0,50,"Block",,,,,,,,0x7F007E,"Passive",,,,,,,,0x7F007E,"Gives a chance to block enemy melee and ranged attacks.",,,,,,,,0x7F007E,"",,,,,,,,0x3F007C,0,0,0,0,0,0x0,0,0,1,1,-1,1,1,1,0,0,0
108,0,0,0,0,0,0x50,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,0,0,0,0,0x0,0,0x0,101,0,0,0,1,0,0,0,0,0,,1,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0xFFFFFFFF,0x0,21,0,0,6,0,0,0,0,0,0,0x0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0x0,0x0,0x0,90,0,0x0,0,0,0,0,,,0,0,1,0,50,"Evade (DND)",,,,,,,,0x7F007E,"",,,,,,,,0x7F007C,"",,,,,,,,0x7F007C,"",,,,,,,,0x3F007C,0,0,0,0,0,0x0,0,0,1,1,-1,1,1,1,0,0,0
109,3,37,0,1,0,0x80,0x10000000,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,1,0,600000,0,0x0,0,0x28,101,1,0,0,30,3,0,19,0,0,,1,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0xFFFFFFFF,0x0,6,0,0,1,0,0,1,0,0,0,0x0,,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,1,0,0x0,0,0,0,0,,,47,0,30,0,50,"zzOLDBlur",,,,,,,,0x7F007E,"",,,,,,,,0x7F007C,"",,,,,,,,0x7F007C,"",,,,,,,,0x3F007C,0,0,0,0,0,0x0,0,0,1,1,-1,1,1,1,0,0,0
110,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,4,60000,0,0,0x0,0,0x0,101,0,0,0,1,0,0,0,0,0,,1,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0xFFFFFFFF,0x0,3,0,0,0,0,0,0,0,0,0,0x0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,0,0,0,0,,,34,0,1,0,50,"Spell Deflection (NYI)",,,,,,,,0x7F007E,"",,,,,,,,0x7F007C,"",,,,,,,,0x7F007C,"",,,,,,,,0x3F007C,0,0,0,0,0,0x0,0,0,1,1,-1,1,1,1,0,0,0
111,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,1,60000,0,0,0x0,0,0x0,101,0,0,0,1,1,0,5,0,0,,1,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0xFFFFFFFF,0x0,6,0,0,1,0,0,1,0,0,0,0x0,,0,0,0,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,1,0,0x0,0,0,0,0,,,0,0,1,0,50,"Time Step",,,,,,,,0x7F007E,"",,,,,,,,0x7F007C,"",,,,,,,,0x7F007C,"",,,,,,,,0x3F007C,0,0,0,0,0,0x0,0,0,1,1,-1,1,1,1,0,0,0
112,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,4,60000,0,0,0x0,0,0x0,101,0,0,0,0,1,0,0,0,0,,1,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0xFFFFFFFF,0x0,6,0,0,1,0,0,1,0,0,0,0x0,,0,0,0,99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28,0,0,0,0,0,1,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,0,0,0,0,,,36,0,1,0,50,"Reflect Magic (TEST)",,,,,,,,0x7F007E,"",,,,,,,,0x7F007C,"",,,,,,,,0x7F007C,"",,,,,,,,0x3F007C,0,0,0,0,0,0x0,0,0,1,1,-1,1,1,1,0,0,0
113,4,0,0,1,7,0x40010000,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,16,5000,0,15,0x0,0,0xA22A8,100,0,0,10,10,8,0,20,0,0,,4,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0xFFFFFFFF,0x0,6,0,0,1,0,0,1,0,0,0,0x0,,0,0,0,-1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,0,0,0,0,,,14,0,180,0,50,"Chains of Ice",,,,,,,,0x3F007E,"Rank 1",,,,,,,,0x3F007E,"Forms icy chains around the enemy, locking the target in place for $d.",,,,,,,,0x3F007E,"Rooted in place.",,,,,,,,0x3F007E,0,133,1500,0,0,0x0,0,0,1,1,-1,1,1,1,0,0,0
114,4,99,0,1,0,0x10000,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,1,0,1000,9,0x0,0,0x28,100,0,0,8,99,4,0,25,0,0,,4,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0xFFFFFFFF,0x0,6,6,0,1,1,0,1,1,0,0,0x0,,0,0,0,1,-1,0,0,0,0,21,21,0,0,0,0,0,0,0,15,42,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,0,6136,0,0,,,124,0,181,0,50,"zzOLDFrost Shield",,,,,,,,0x7F007E,"Rank 1",,,,,,,,0x7F007E,"Surrounds the target with a shield of frost, damaging and slowing the target's attackers.  Lasts $d.",,,,,,,,0x7F007E,"",,,,,,,,0x3F007C,0,0,0,0,0,0x0,0,0,1,1,-1,1,1,1,0,0,0
116,4,0,0,1,0,0x10000,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,16,0,0,15,0x0,0,0x0,101,0,8,4,4,27,0,25,0,0,,4,0x41E00000,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0xFFFFFFFF,0x0,6,2,0,1,3,0,1,1,0,0,0x0,,0,0,5,0,-41,17,0,11,0,0,6,6,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,0,0,0,0,,,13,0,188,0,50,"Frostbolt",,,,,,,,0x3F007E,"Rank 1",,,,,,,,0x3F007E,"Launches a bolt of frost at the enemy, causing $s2 Frost damage and slowing movement speed by $s1% for $d.",,,,,,,,0x3F007E,"Movement slowed by $s1%.",,,,,,,,0x3F007E,0,133,1500,0,3,0x40180020,0,0,1,1,-1,1,1,1,0,0,0
